treatment,treatment_factor,session,period,groupID,text,keep,messagecount,wordcount,count_g2,count_g2_percent
3,Full,1,11,5,IF you do I will invest 12,,54,7,5,9.26
3,Full,1,11,2,"yeah, theyre not going to change, so we might as well just take away as much as we can",,54,19,5,9.26
3,Full,1,11,5,you'll make less,,54,3,5,9.26
3,Full,1,11,2,its not hurting us as  much,,54,6,5,9.26
3,Full,1,11,3,TRUE,,54,1,5,9.26
3,Full,1,11,4,wait so what are we doing,,54,6,5,9.26
3,Full,1,11,5,what if we put less tokens,,54,6,5,9.26
3,Full,1,11,5,put it in the calculator,,54,5,5,9.26
3,Full,1,11,1,investing 12 is just stupid,,54,5,5,9.26
3,Full,1,11,3,go low for me pretty please,,54,6,5,9.26
3,Full,1,11,5,at the begining,,54,3,5,9.26
3,Full,1,11,1,lets stick with what we're doing,,54,6,5,9.26
3,Full,1,11,3,ill go 7,,54,3,5,9.26
3,Full,1,11,2,they'd get more of the money,,54,6,5,9.26
3,Full,1,11,4,yeah lets keep doing 4-5-6,,54,5,5,9.26
3,Full,1,11,4,like 4?,,54,2,5,9.26
3,Full,1,11,5,nvm,,54,1,5,9.26
3,Full,1,11,1,"and if anyone goes nuts, dump on deductions",,54,8,5,9.26
3,Full,1,11,1,4/5/06,,54,1,5,9.26
3,Full,1,11,5,yeah,,54,1,5,9.26
3,Full,1,11,5,yeah,,54,1,5,9.26
3,Full,1,13,4,okay last round was really good,,37,6,4,10.81
3,Full,1,13,1,getting a bit rough there,,37,5,4,10.81
3,Full,1,13,1,last round was decent,,37,4,4,10.81
3,Full,1,13,3,group 2 is getting greedy,,37,5,4,10.81
3,Full,1,13,2,anyone have suggestions or keep doing what we're doing?,,37,9,4,10.81
3,Full,1,13,3,so continue doing what we're doing? invest 5 deduct 15 from that clown?,,37,13,4,10.81
3,Full,1,13,1,yeah,,37,1,4,10.81
3,Full,1,13,3,like i told you guys,,37,5,4,10.81
3,Full,1,13,5,they are,,37,2,4,10.81
3,Full,1,13,4,if we stick to 4-5-6 it will be okay.,,37,9,4,10.81
3,Full,1,13,1,we could try all putting down 7 for one round,,37,10,4,10.81
3,Full,1,13,4,i guess,,37,2,4,10.81
3,Full,1,13,1,i say keep doing what we are doing,,37,8,4,10.81
3,Full,1,13,1,push them into a corner,,37,5,4,10.81
3,Full,1,13,3,see what happens when im not there to restore baqlance?,,37,10,4,10.81
3,Full,1,13,5,agreed,,37,1,4,10.81
3,Full,1,13,2,alright,,37,1,4,10.81
3,Full,1,13,3,ohkayyy,,37,1,4,10.81
3,Full,1,13,1,the problem is that you're inconsistent,,37,6,4,10.81
3,Full,1,13,5,the great equalizer ,,37,4,4,10.81
3,Full,1,13,2,go team,,37,2,4,10.81
3,Full,1,13,3,alright lets all put 7,,37,5,4,10.81
3,Full,1,13,1,"if every one of us put down 7, we could force them to drop their contribution",,37,16,4,10.81
3,Full,1,13,3,PUT 7 IN THE NEXT TWO ROUNDS,,37,7,4,10.81
3,Full,1,13,4,but we'd get low returns for a round right?,,37,9,4,10.81
3,Full,1,13,1,"for one round, yeah",,37,4,4,10.81
3,Full,1,13,5,yeah probably,,37,2,4,10.81
3,Full,1,13,1,but after that everything's golden,,37,5,4,10.81
3,Full,1,13,5,maybe,,37,1,4,10.81
3,Full,1,13,4,hahaha risky,,37,2,4,10.81
3,Full,1,13,1,let's try it,,37,3,4,10.81
3,Full,1,13,5,maybe they'll fight back,,37,4,4,10.81
3,Full,1,13,1,what do we have to lose?,,37,6,4,10.81
3,Full,1,13,4,$ ,,37,2,4,10.81
3,Full,1,13,5,money,,37,1,4,10.81
3,Full,1,13,1,not much $,,37,3,4,10.81
3,Full,1,13,5,ok,,37,1,4,10.81
3,Full,1,15,5,I told you group 2 might fight back,,42,8,7,16.67
3,Full,1,15,1,"well, that guy called us on that",,42,7,7,16.67
3,Full,1,15,3,i think they know to play low now,,42,8,7,16.67
3,Full,1,15,1,"probably next round, they'll low-ball",,42,5,7,16.67
3,Full,1,15,5,lets just deduct 10 from that kid this time,,42,9,7,16.67
3,Full,1,15,3,i gave him a lot of deduction points,,42,8,7,16.67
3,Full,1,15,1,same,,42,1,7,16.67
3,Full,1,15,2,okay,,42,1,7,16.67
3,Full,1,15,5,yeah it wouldbe better off if we played it safe,,42,10,7,16.67
3,Full,1,15,1,okay,,42,1,7,16.67
3,Full,1,15,4,so let's bet in the 5-6-7 range?,,42,7,7,16.67
3,Full,1,15,1,sure,,42,1,7,16.67
3,Full,1,15,3,okay,,42,1,7,16.67
3,Full,1,15,3,wait,,42,1,7,16.67
3,Full,1,15,5,i'd say 4-6,,42,3,7,16.67
3,Full,1,15,5,unless he pulls a good one on us,,42,8,7,16.67
3,Full,1,15,3,group 2,,42,2,7,16.67
3,Full,1,15,5,and puts in like 5 tokens,,42,6,7,16.67
3,Full,1,15,3,has been investing 15-19,,42,4,7,16.67
3,Full,1,15,5,yeah,,42,1,7,16.67
3,Full,1,15,3,lets say they invest low ~13,,42,6,7,16.67
3,Full,1,15,3,if we each invest 6,,42,5,7,16.67
3,Full,1,15,3,thats optimal,,42,2,7,16.67
3,Full,1,15,1,yup,,42,1,7,16.67
3,Full,1,15,5,7 is too high,,42,4,7,16.67
3,Full,1,15,4,ok,,42,1,7,16.67
3,Full,1,15,1,i think we should do 10 again anyways to prove a point,,42,12,7,16.67
3,Full,1,15,5,last round guys,,42,3,7,16.67
3,Full,1,15,5,let's do it,,42,3,7,16.67
3,Full,1,15,4,so 5-6 everyone?,,42,3,7,16.67
3,Full,1,15,5,b/c i don't see why they wouldn't all put in 12,,42,11,7,16.67
3,Full,1,15,1,yup\,,42,1,7,16.67
3,Full,1,15,3,so 6 or 7?,,42,4,7,16.67
3,Full,1,15,5,6,,42,1,7,16.67
3,Full,1,15,4,let's all click continue,,42,4,7,16.67
3,Full,1,15,2,yeah they might all do it,,42,6,7,16.67
3,Full,1,15,2,ready break,,42,2,7,16.67
3,Full,1,15,5,lets put nothing in the account,,42,6,7,16.67
3,Full,1,15,3,sounds fun,,42,2,7,16.67
3,Full,1,15,5,so that the total payoff is,,42,6,7,16.67
3,Full,1,15,5,max,,42,1,7,16.67
3,Full,1,15,2,that screws us over,,42,4,7,16.67
3,Full,2,1,3,hello,,32,1,0,0
3,Full,2,1,5,hi,,32,1,0,0
3,Full,2,1,2,hi,,32,1,0,0
3,Full,2,1,4,hi,,32,1,0,0
3,Full,2,1,1,hey guys,,32,2,0,0
3,Full,2,1,3,Does anyone know how to get a maximum return?,,32,9,0,0
3,Full,2,1,5,What's the point of this chat?,,32,6,0,0
3,Full,2,1,1,"There's no point in the deductions, is there",,32,8,0,0
3,Full,2,1,2,should we decide how much to invest?,,32,7,0,0
3,Full,2,1,3,no point in the deductions,,32,5,0,0
3,Full,2,1,1,"i looked at the table, 40 tokens = 600 dollars",,32,10,0,0
3,Full,2,1,5,so we shouldn't deduct anything?,,32,5,0,0
3,Full,2,1,3,i say all of it,,32,5,0,0
3,Full,2,1,2,No :\,,32,2,0,0
3,Full,2,1,5,No,,32,1,0,0
3,Full,2,1,1,600 dollars is the highest,,32,5,0,0
3,Full,2,1,5,so invest all token?,,32,4,0,0
3,Full,2,1,1,Nope,,32,1,0,0
3,Full,2,1,1,so if we each put in 4 tokens,,32,8,0,0
3,Full,2,1,4,Is it beneficial to us to assign deductions ,,32,9,0,0
3,Full,2,1,1,that's 40 tokens,,32,3,0,0
3,Full,2,1,5,okay lets all do 4 then,,32,6,0,0
3,Full,2,1,3,we each get 12 tokens ,,32,6,0,0
3,Full,2,1,3,no?,,32,1,0,0
3,Full,2,1,1,yes,,32,1,0,0
3,Full,2,1,2,sure,,32,1,0,0
3,Full,2,1,1,On the chart the most is at 40 tokens,,32,9,0,0
3,Full,2,1,1,so put in 4 tokens guys?,,32,6,0,0
3,Full,2,1,1,it's the best,,32,3,0,0
3,Full,2,1,5,yeah sounds good,,32,3,0,0
3,Full,2,1,3,ok,,32,1,0,0
3,Full,2,1,4,ok,,32,1,0,0
3,Full,2,3,2,okay why do i have a deduction,,42,7,3,7.14
3,Full,2,3,5,did you guys do 4 tokens the second time?,,42,9,3,7.14
3,Full,2,3,1,I think for everyone to achieve the most is if everyone invest 8,,42,13,3,7.14
3,Full,2,3,3,alright everyone should invest 12,,42,5,3,7.14
3,Full,2,3,1,and no one deducts anything,,42,5,3,7.14
3,Full,2,3,1,why 12,,42,2,3,7.14
3,Full,2,3,2,yea i agree,,42,3,3,7.14
3,Full,2,3,4,so we want to try to get total investment around 40 right,,42,12,3,7.14
3,Full,2,3,3,"yeah, who keeps giving ppl deductions?",,42,6,3,7.14
3,Full,2,3,1,if we put too many tokens we will get less money,,42,11,3,7.14
3,Full,2,3,5,i didnt,,42,2,3,7.14
3,Full,2,3,3,"but group 2 also invests, they invested 21 last turn",,42,10,3,7.14
3,Full,2,3,1,I didn't,,42,2,3,7.14
3,Full,2,3,3,i didnt,,42,2,3,7.14
3,Full,2,3,1,okay 4 lol,,42,3,3,7.14
3,Full,2,3,4,what happened to puttin in 4,,42,6,3,7.14
3,Full,2,3,3,hahah,,42,1,3,7.14
3,Full,2,3,5,so we're gonna keep doing 4?,,42,6,3,7.14
3,Full,2,3,3,we as a group should shoot for about 5 each,,42,10,3,7.14
3,Full,2,3,3,why 4?,,42,2,3,7.14
3,Full,2,3,1,let's do 5,,42,3,3,7.14
3,Full,2,3,1,We as a whole want to invest approximately 40,,42,9,3,7.14
3,Full,2,3,2,its just your options,,42,4,3,7.14
3,Full,2,3,1,if everyone does 5 it's 40 tokens,,42,7,3,7.14
3,Full,2,3,5,i did 5 the second time and got less money,,42,10,3,7.14
3,Full,2,3,1,and if theres 5 of us thats 8 each,,42,9,3,7.14
3,Full,2,3,4,if we all put in 4 (like group 2 has) we get the max return,,42,15,3,7.14
3,Full,2,3,1,but clearly 3 put like 10 -.-,,42,7,3,7.14
3,Full,2,3,3,but group 2 also counts towards the total,,42,8,3,7.14
3,Full,2,3,5,so wat do we do,,42,5,3,7.14
3,Full,2,3,4,so only do deductions if its above 40,,42,8,3,7.14
3,Full,2,3,1,ok so put around 3-5 ,,42,6,3,7.14
3,Full,2,3,1,don't go over please,,42,4,3,7.14
3,Full,2,3,4,which gave them a good return but lessened the overall return for the group,,42,14,3,7.14
3,Full,2,3,1,^Yes,,42,1,3,7.14
3,Full,2,3,5,so 4 lol,,42,3,3,7.14
3,Full,2,3,3,alright,,42,1,3,7.14
3,Full,2,3,3,4 sounds good,,42,3,3,7.14
3,Full,2,3,5,okiee,,42,1,3,7.14
3,Full,2,3,4,ok good,,42,2,3,7.14
3,Full,2,3,5,right,,42,1,3,7.14
3,Full,2,3,1,if you go over you're a greedy person :),,42,9,3,7.14
3,Full,2,5,4,good work team,,40,3,4,10
3,Full,2,5,1,yeah that was pretty good,,40,5,4,10
3,Full,2,5,3,nice,,40,1,4,10
3,Full,2,5,5,what should we do now,,40,5,4,10
3,Full,2,5,2,can we all invest more?,,40,5,4,10
3,Full,2,5,3,"lets try it, why not",,40,5,4,10
3,Full,2,5,1,How are we doing?,,40,4,4,10
3,Full,2,5,3,like 6-8?,,40,2,4,10
3,Full,2,5,5,yeah,,40,1,4,10
3,Full,2,5,1,haha whaat..,,40,2,4,10
3,Full,2,5,5,i think that round went better,,40,6,4,10
3,Full,2,5,3,"haha im not sure, its harder to calculate the profits than i though",,40,13,4,10
3,Full,2,5,1,group 2 is gonna hate us,,40,6,4,10
3,Full,2,5,5,so are we doing 6-8?,,40,5,4,10
3,Full,2,5,2,that sounds fine,,40,3,4,10
3,Full,2,5,3,im thinking we should all put in 6 or 7,,40,10,4,10
3,Full,2,5,3,yup,,40,1,4,10
3,Full,2,5,4,i cant really tell if im doing it right ,,40,10,4,10
3,Full,2,5,2,just to see what happens,,40,5,4,10
3,Full,2,5,4,if we all continue puttin in 3-5 we'll each make like $30 real money,,40,14,4,10
3,Full,2,5,5,alright,,40,1,4,10
3,Full,2,5,4,and keep getting the max,,40,5,4,10
3,Full,2,5,1,^ what 4 said,,40,4,4,10
3,Full,2,5,3,combined with what group 2 puts in the pot should be around 50,,40,13,4,10
3,Full,2,5,2,"6 or 7 as Your investment"" ?""",,40,7,4,10
3,Full,2,5,3,yes,,40,1,4,10
3,Full,2,5,2,so keep doing 3-5 ?,,40,5,4,10
3,Full,2,5,5,and we'll make less if we do more?,,40,8,4,10
3,Full,2,5,1,The pot should be 40,,40,5,4,10
3,Full,2,5,4,40 is ideal,,40,3,4,10
3,Full,2,5,1,so should we go lower,,40,5,4,10
3,Full,2,5,1,to get the max outcome,,40,5,4,10
3,Full,2,5,1,we might make make more in one round,,40,8,4,10
3,Full,2,5,1,but group 2 will get revenge,,40,6,4,10
3,Full,2,5,5,yes go lower,,40,3,4,10
3,Full,2,5,4,they are putting in around 20 each time,,40,8,4,10
3,Full,2,5,1,hahaha,,40,1,4,10
3,Full,2,5,1,so everyone at 5,,40,4,4,10
3,Full,2,5,1,so 3-5 ,,40,3,4,10
3,Full,2,5,4,so we should also do that,,40,6,4,10
3,Full,2,7,5,has everyone been doing 5 still,,30,6,7,23.33
3,Full,2,7,3,that was good,,30,3,7,23.33
3,Full,2,7,1,"We're still a little high, we should be dropping down a little",,30,12,7,23.33
3,Full,2,7,1,group 2 is getting greedy,,30,5,7,23.33
3,Full,2,7,4,yo someone from group 2 keeps putting in like 9 and getting way more money than everyone else,,30,18,7,23.33
3,Full,2,7,1,we need to shut them down hahaha,,30,7,7,23.33
3,Full,2,7,3,haha yeah,,30,2,7,23.33
3,Full,2,7,2,sorry to say but i deducted from group 2,,30,9,7,23.33
3,Full,2,7,3,"lets give them a few deduction if they do that again,",,30,11,7,23.33
3,Full,2,7,5,lol what should we do this round?,,30,7,7,23.33
3,Full,2,7,3,lol same here,,30,3,7,23.33
3,Full,2,7,5,what should we drop down to,,30,6,7,23.33
3,Full,2,7,4,i keep deducting them lol,,30,5,7,23.33
3,Full,2,7,3,4-6 is working well,,30,4,7,23.33
3,Full,2,7,1,"if they go beyond 6 tokens this time, let's take 5 from them",,30,13,7,23.33
3,Full,2,7,5,lol,,30,1,7,23.33
3,Full,2,7,3,same...,,30,1,7,23.33
3,Full,2,7,2,lol why not,,30,3,7,23.33
3,Full,2,7,1,"If the pot should be 40, they're around 20 every time, so we should be around then too",,30,18,7,23.33
3,Full,2,7,4,if anyone goes beyond 6 this time let's deduct,,30,9,7,23.33
3,Full,2,7,1,"Yeah I see that person, I've been deducting them too",,30,10,7,23.33
3,Full,2,7,4,so like 4-5 each,,30,4,7,23.33
3,Full,2,7,3,"lets do a little more, then we recieve a larger share of a pot that decreases very little",,30,18,7,23.33
3,Full,2,7,5,deduct 1 from each of us?,,30,6,7,23.33
3,Full,2,7,1,preferably stay at 5 please,,30,5,7,23.33
3,Full,2,7,5,okay and ill deduct them if they keep doing it,,30,10,7,23.33
3,Full,2,7,3,so like 5 or 6,,30,5,7,23.33
3,Full,2,7,5,or 5 each,,30,3,7,23.33
3,Full,2,7,4,from the ppl who went over,,30,6,7,23.33
3,Full,2,7,1,Just deduct who ever is higher,,30,6,7,23.33
3,Full,2,9,1,the second round was great,,23,5,3,13.04
3,Full,2,9,2,agree,,23,1,3,13.04
3,Full,2,9,5,yes,,23,1,3,13.04
3,Full,2,9,3,mmmhmm,,23,1,3,13.04
3,Full,2,9,4,a+,,23,1,3,13.04
3,Full,2,9,1,the two people who did 7tokens in the first round,,23,10,3,13.04
3,Full,2,9,4,Being selfish is going to get you more than everyone else each time but if we work as a team we will get more in total therefore more for you in the long run,,23,34,3,13.04
3,Full,2,9,1,that was funny,,23,3,3,13.04
3,Full,2,9,3,im not sure that one person on group 2 putting in 12 all the time is getting the message,,23,19,3,13.04
3,Full,2,9,3,lol,,23,1,3,13.04
3,Full,2,9,2,i think between 5-6 is fine,,23,6,3,13.04
3,Full,2,9,5,yeah i agree,,23,3,3,13.04
3,Full,2,9,4,let's do that,,23,3,3,13.04
3,Full,2,9,3,"i agree, with what ou are saying",,23,7,3,13.04
3,Full,2,9,3,okay,,23,1,3,13.04
3,Full,2,9,1,agreed,,23,1,3,13.04
3,Full,2,9,3,i will put dow 5 the next 2 rounds,,23,9,3,13.04
3,Full,2,9,5,"yeah so how much should we put in?""",,23,8,3,13.04
3,Full,2,9,4,5,,23,1,3,13.04
3,Full,2,9,5,its been a range from 5 to 8 for our group,,23,11,3,13.04
3,Full,2,9,5,ok,,23,1,3,13.04
3,Full,2,9,2,pressing continue...,,23,2,3,13.04
3,Full,2,9,3,if that one person puts in 12 again penelaize them 10,,23,11,3,13.04
3,Full,2,11,5,have u guys been writing down all ur payoffs,,33,9,7,21.21
3,Full,2,11,5,we need to scare group 2 into investing less so we can get total investment down to 40,,33,18,7,21.21
3,Full,2,11,1,Literally I'm so confused on whether or not we're doing well. ,,33,12,7,21.21
3,Full,2,11,1,OK,,33,1,7,21.21
3,Full,2,11,5,me too,,33,2,7,21.21
3,Full,2,11,3,yeah i have,,33,3,7,21.21
3,Full,2,11,2,ok,,33,1,7,21.21
3,Full,2,11,4,or we could all invest 5 instead of 6,,33,9,7,21.21
3,Full,2,11,1,why not both,,33,3,7,21.21
3,Full,2,11,2,are we doing well?,,33,4,7,21.21
3,Full,2,11,1,"we invest 5, and we deduct group 2",,33,8,7,21.21
3,Full,2,11,5,yeah that would be optimal. and should we deduct from group 2 if they do more than 5?,,33,18,7,21.21
3,Full,2,11,3,the total pot has decreased the last 2 turns and my payoffs are looking better. We are all making like 160/170 a turn,,33,23,7,21.21
3,Full,2,11,4,sounds good ^,,33,3,7,21.21
3,Full,2,11,4,we should be trying to get the total at 40,,33,10,7,21.21
3,Full,2,11,2,agreed,,33,1,7,21.21
3,Full,2,11,3,okay,,33,1,7,21.21
3,Full,2,11,5,so everyone do 5,,33,4,7,21.21
3,Full,2,11,3,im not spending a lot of money on deductions now either,,33,11,7,21.21
3,Full,2,11,3,i would say so,,33,4,7,21.21
3,Full,2,11,5,and deduct from group 2 if they do more than 5,,33,11,7,21.21
3,Full,2,11,3,and deduct from group 2 ,,33,6,7,21.21
3,Full,2,11,5,agreed?,,33,1,7,21.21
3,Full,2,11,4,ok,,33,1,7,21.21
3,Full,2,11,2,so we all invest 5?,,33,5,7,21.21
3,Full,2,11,3,yup,,33,1,7,21.21
3,Full,2,11,2,how much total should be spending on deductions?,,33,8,7,21.21
3,Full,2,11,5,yes,,33,1,7,21.21
3,Full,2,11,1,yup,,33,1,7,21.21
3,Full,2,11,4,yes,,33,1,7,21.21
3,Full,2,11,2,ok,,33,1,7,21.21
3,Full,2,11,1,deduct 2 points ?,,33,4,7,21.21
3,Full,2,11,3,ok,,33,1,7,21.21
3,Full,2,13,5,im pissed. that person from group 2 who invested 9...i deducted 3 points lol,,26,14,6,23.08
3,Full,2,13,1,lol i got so mad i deducted 20 points from that guy,,26,12,6,23.08
3,Full,2,13,3,wow group 2 ,,26,4,6,23.08
3,Full,2,13,3,hahaha,,26,1,6,23.08
3,Full,2,13,1,twice,,26,1,6,23.08
3,Full,2,13,5,hahah stupid,,26,2,6,23.08
3,Full,2,13,3,i deducted 5,,26,3,6,23.08
3,Full,2,13,4,what the fuck group 2,,26,5,6,23.08
3,Full,2,13,5,hahah nice work team. hopefully that scared that person,,26,9,6,23.08
3,Full,2,13,2,can we try that we invest in like 6 and just make sure that they don't go over 5,,26,19,6,23.08
3,Full,2,13,4,alright lets press continue,,26,4,6,23.08
3,Full,2,13,2,?,,26,1,6,23.08
3,Full,2,13,5,the other members in group two kept theirs at 5-6 so thats good. keep deducting if they do past 5,,26,20,6,23.08
3,Full,2,13,3,im fine with that,,26,4,6,23.08
3,Full,2,13,3,yup,,26,1,6,23.08
3,Full,2,13,4,same,,26,1,6,23.08
3,Full,2,13,5,so we do 6 now?,,26,5,6,23.08
3,Full,2,13,3,sure,,26,1,6,23.08
3,Full,2,13,5,okay,,26,1,6,23.08
3,Full,2,13,2,yup,,26,1,6,23.08
3,Full,2,13,5,we're on round 14 right?,,26,5,6,23.08
3,Full,2,13,1,kay,,26,1,6,23.08
3,Full,2,13,5,13,,26,1,6,23.08
3,Full,2,13,5,i mean,,26,2,6,23.08
3,Full,2,13,1,13,,26,1,6,23.08
3,Full,2,13,5,ok ,,26,2,6,23.08
3,Full,2,15,3,it worked!,,25,2,2,8
3,Full,2,15,2,keep the same (6) for the last one or do something else?,,25,12,2,8
3,Full,2,15,5,yeah it did!,,25,3,2,8
3,Full,2,15,4,keep it the same,,25,4,2,8
3,Full,2,15,1,I wanna say keep the same,,25,6,2,8
3,Full,2,15,1,Last one guys. I hope everyone is going to eat well tonight.,,25,12,2,8
3,Full,2,15,5,yeah lets keep it,,25,4,2,8
3,Full,2,15,3,same,,25,1,2,8
3,Full,2,15,2,ok,,25,1,2,8
3,Full,2,15,5,haha,,25,1,2,8
3,Full,2,15,1,I've a feeling that group 2 guy is gonna go crazy,,25,11,2,8
3,Full,2,15,5,hahah hes probably pissed,,25,4,2,8
3,Full,2,15,2,"last deduction, go crazy!",,25,4,2,8
3,Full,2,15,3,haha,,25,1,2,8
3,Full,2,15,5,this is fun,,25,3,2,8
3,Full,2,15,1,Now continue,,25,2,2,8
3,Full,2,15,2,too long..,,25,2,2,8
3,Full,2,15,3,40 secs...,,25,2,2,8
3,Full,2,15,5,lol yeah but we all got he hang of it now!,,25,11,2,8
3,Full,2,15,5,the*,,25,1,2,8
3,Full,2,15,2,nice working with ya'll ,,25,5,2,8
3,Full,2,15,1,i dont think they are gonna reuse experiments,,25,8,2,8
3,Full,2,15,1,yeah good luck for finals ,,25,6,2,8
3,Full,2,15,1,bye,,25,1,2,8
3,Full,2,15,3,byeee,,25,1,2,8
